"Game","Date","Round","Home.Team","Home.Goals","Home.Behinds","Home.Points","Away.Team","Away.Goals","Away.Behinds","Away.Points","Venue","Margin","Season","Round.Type","Round.Number"
14945,2016-07-30,"R19","Brisbane Lions",11,13,79,"Port Adelaide",25,23,173,"Gabba",-94,2016,"Regular",19
14946,2016-07-31,"R19","Melbourne",9,12,66,"Gold Coast",9,10,64,"M.C.G.",2,2016,"Regular",19
14947,2016-07-31,"R19","Fremantle",7,5,47,"Sydney",21,11,137,"Subiaco",-90,2016,"Regular",19
14948,2016-07-31,"R19","Adelaide",22,11,143,"Essendon",9,7,61,"Adelaide Oval",82,2016,"Regular",19
14949,2016-08-05,"R20","Richmond",14,8,92,"Collingwood",11,11,77,"M.C.G.",15,2016,"Regular",20
14950,2016-08-06,"R20","Sydney",14,16,100,"Port Adelaide",4,9,33,"S.C.G.",67,2016,"Regular",20
14951,2016-08-06,"R20","Melbourne",17,8,110,"Hawthorn",11,15,81,"M.C.G.",29,2016,"Regular",20
14952,2016-08-06,"R20","Gold Coast",13,6,84,"GWS",14,8,92,"Carrara",-8,2016,"Regular",20
14953,2016-08-06,"R20","Footscray",9,7,61,"North Melbourne",7,5,47,"Docklands",14,2016,"Regular",20
14954,2016-08-06,"R20","Adelaide",27,15,177,"Brisbane Lions",6,3,39,"Adelaide Oval",138,2016,"Regular",20
14955,2016-08-07,"R20","Carlton",7,9,51,"St Kilda",19,8,122,"M.C.G.",-71,2016,"Regular",20
14956,2016-08-07,"R20","Geelong",15,10,100,"Essendon",4,10,34,"Docklands",66,2016,"Regular",20
14957,2016-08-07,"R20","Fremantle",9,10,64,"West Coast",17,8,110,"Subiaco",-46,2016,"Regular",20
14958,2016-08-12,"R21","Footscray",14,11,95,"Collingwood",14,8,92,"Docklands",3,2016,"Regular",21
14959,2016-08-13,"R21","Brisbane Lions",15,9,99,"Carlton",13,17,95,"Gabba",4,2016,"Regular",21
14960,2016-08-13,"R21","Hawthorn",14,12,96,"North Melbourne",8,9,57,"M.C.G.",39,2016,"Regular",21
14961,2016-08-13,"R21","GWS",14,12,96,"West Coast",14,13,97,"Sydney Showground",-1,2016,"Regular",21
14962,2016-08-13,"R21","St Kilda",11,10,76,"Sydney",23,8,146,"Docklands",-70,2016,"Regular",21
14963,2016-08-13,"R21","Port Adelaide",8,6,54,"Melbourne",13,16,94,"Adelaide Oval",-40,2016,"Regular",21
14964,2016-08-14,"R21","Essendon",11,9,75,"Gold Coast",9,15,69,"Docklands",6,2016,"Regular",21
14965,2016-08-14,"R21","Richmond",12,6,78,"Geelong",10,22,82,"M.C.G.",-4,2016,"Regular",21
14966,2016-08-14,"R21","Fremantle",11,4,70,"Adelaide",21,16,142,"Subiaco",-72,2016,"Regular",21
14967,2016-08-19,"R22","West Coast",13,14,92,"Hawthorn",10,7,67,"Subiaco",25,2016,"Regular",22
14968,2016-08-20,"R22","North Melbourne",10,16,76,"Sydney",12,13,85,"Bellerive Oval",-9,2016,"Regular",22
14969,2016-08-20,"R22","Richmond",6,10,46,"St Kilda",7,13,55,"M.C.G.",-9,2016,"Regular",22
14970,2016-08-20,"R22","GWS",19,15,129,"Fremantle",5,7,37,"Sydney Showground",92,2016,"Regular",22
14971,2016-08-20,"R22","Collingwood",16,22,118,"Gold Coast",6,11,47,"Docklands",71,2016,"Regular",22
14972,2016-08-20,"R22","Port Adelaide",14,10,94,"Adelaide",15,19,109,"Adelaide Oval",-15,2016,"Regular",22
14973,2016-08-21,"R22","Carlton",11,12,78,"Melbourne",7,16,58,"M.C.G.",20,2016,"Regular",22
14974,2016-08-21,"R22","Brisbane Lions",10,9,69,"Geelong",19,15,129,"Gabba",-60,2016,"Regular",22
14975,2016-08-21,"R22","Essendon",7,11,53,"Footscray",14,9,93,"Docklands",-40,2016,"Regular",22
14976,2016-08-26,"R23","Adelaide",10,11,71,"West Coast",14,16,100,"Adelaide Oval",-29,2016,"Regular",23
14977,2016-08-27,"R23","Geelong",24,11,155,"Melbourne",6,8,44,"Kardinia Park",111,2016,"Regular",23
14978,2016-08-27,"R23","Essendon",15,13,103,"Carlton",10,19,79,"M.C.G.",24,2016,"Regular",23
14979,2016-08-27,"R23","Sydney",25,14,164,"Richmond",7,9,51,"S.C.G.",113,2016,"Regular",23
14980,2016-08-27,"R23","North Melbourne",9,9,63,"GWS",14,16,100,"Docklands",-37,2016,"Regular",23
14981,2016-08-27,"R23","Gold Coast",9,12,66,"Port Adelaide",13,11,89,"Carrara",-23,2016,"Regular",23
14982,2016-08-28,"R23","St Kilda",25,11,161,"Brisbane Lions",15,13,103,"Docklands",58,2016,"Regular",23
14983,2016-08-28,"R23","Hawthorn",17,10,112,"Collingwood",17,9,111,"M.C.G.",1,2016,"Regular",23
14984,2016-08-28,"R23","Fremantle",10,9,69,"Footscray",6,13,49,"Subiaco",20,2016,"Regular",23
14985,2016-09-08,"EF","West Coast",7,10,52,"Footscray",14,15,99,"Subiaco",-47,2016,"Finals",24
14986,2016-09-09,"QF","Geelong",12,13,85,"Hawthorn",12,11,83,"M.C.G.",2,2016,"Finals",24
14987,2016-09-10,"QF","Sydney",7,13,55,"GWS",12,19,91,"Stadium Australia",-36,2016,"Finals",24
14988,2016-09-10,"EF","Adelaide",21,15,141,"North Melbourne",12,7,79,"Adelaide Oval",62,2016,"Finals",24
14989,2016-09-16,"SF","Hawthorn",12,12,84,"Footscray",16,11,107,"M.C.G.",-23,2016,"Finals",25
14990,2016-09-17,"SF","Sydney",18,10,118,"Adelaide",12,10,82,"S.C.G.",36,2016,"Finals",25
14991,2016-09-23,"PF","Geelong",8,12,60,"Sydney",15,7,97,"M.C.G.",-37,2016,"Finals",26
14992,2016-09-24,"PF","GWS",12,11,83,"Footscray",13,11,89,"Sydney Showground",-6,2016,"Finals",26
14993,2016-10-01,"GF","Sydney",10,7,67,"Footscray",13,11,89,"M.C.G.",-22,2016,"Finals",27
14994,2017-03-23,"R1","Carlton",14,5,89,"Richmond",20,12,132,"M.C.G.",-43,2017,"Regular",1
14995,2017-03-24,"R1","Collingwood",12,14,86,"Footscray",15,10,100,"M.C.G.",-14,2017,"Regular",1
14996,2017-03-25,"R1","St Kilda",13,12,90,"Melbourne",18,12,120,"Docklands",-30,2017,"Regular",1
14997,2017-03-25,"R1","Sydney",12,10,82,"Port Adelaide",17,8,110,"S.C.G.",-28,2017,"Regular",1
14998,2017-03-25,"R1","Essendon",17,14,116,"Hawthorn",12,19,91,"M.C.G.",25,2017,"Regular",1
14999,2017-03-25,"R1","Gold Coast",14,12,96,"Brisbane Lions",15,8,98,"Carrara",-2,2017,"Regular",1
15000,2017-03-26,"R1","North Melbourne",13,15,93,"West Coast",21,10,136,"Docklands",-43,2017,"Regular",1
15001,2017-03-26,"R1","Adelaide",22,15,147,"GWS",14,7,91,"Adelaide Oval",56,2017,"Regular",1
15002,2017-03-26,"R1","Fremantle",10,13,73,"Geelong",18,7,115,"Subiaco",-42,2017,"Regular",1
15003,2017-03-30,"R2","Richmond",14,15,99,"Collingwood",11,14,80,"M.C.G.",19,2017,"Regular",2
15004,2017-03-31,"R2","Footscray",16,14,110,"Sydney",13,9,87,"Docklands",23,2017,"Regular",2
15005,2017-04-01,"R2","Hawthorn",13,11,89,"Adelaide",16,17,113,"M.C.G.",-24,2017,"Regular",2
15006,2017-04-01,"R2","GWS",24,16,160,"Gold Coast",8,10,58,"Sydney Showground",102,2017,"Regular",2
15007,2017-04-01,"R2","Brisbane Lions",12,12,84,"Essendon",17,9,111,"Gabba",-27,2017,"Regular",2
15008,2017-04-01,"R2","West Coast",18,8,116,"St Kilda",13,19,97,"Subiaco",19,2017,"Regular",2
15009,2017-04-02,"R2","Geelong",17,10,112,"North Melbourne",17,9,111,"Docklands",1,2017,"Regular",2
15010,2017-04-02,"R2","Melbourne",13,8,86,"Carlton",9,10,64,"M.C.G.",22,2017,"Regular",2
15011,2017-04-02,"R2","Port Adelaide",22,13,145,"Fremantle",8,8,56,"Adelaide Oval",89,2017,"Regular",2
15012,2017-04-07,"R3","Sydney",11,13,79,"Collingwood",11,14,80,"S.C.G.",-1,2017,"Regular",3
15013,2017-04-08,"R3","North Melbourne",10,7,67,"GWS",15,19,109,"Bellerive Oval",-42,2017,"Regular",3
15014,2017-04-08,"R3","Richmond",11,10,76,"West Coast",8,17,65,"M.C.G.",11,2017,"Regular",3
15015,2017-04-08,"R3","Geelong",20,6,126,"Melbourne",13,19,97,"Docklands",29,2017,"Regular",3
15016,2017-04-08,"R3","Port Adelaide",12,11,83,"Adelaide",15,10,100,"Adelaide Oval",-17,2017,"Regular",3
15017,2017-04-08,"R3","Fremantle",13,11,89,"Footscray",10,13,73,"Subiaco",16,2017,"Regular",3
15018,2017-04-09,"R3","St Kilda",14,23,107,"Brisbane Lions",11,10,76,"Docklands",31,2017,"Regular",3
15019,2017-04-09,"R3","Carlton",7,15,57,"Essendon",6,6,42,"M.C.G.",15,2017,"Regular",3
15020,2017-04-09,"R3","Gold Coast",21,13,139,"Hawthorn",7,11,53,"Carrara",86,2017,"Regular",3
15021,2017-04-13,"R4","West Coast",13,13,91,"Sydney",10,5,65,"Subiaco",26,2017,"Regular",4
15022,2017-04-14,"R4","North Melbourne",12,14,86,"Footscray",12,17,89,"Docklands",-3,2017,"Regular",4
15023,2017-04-15,"R4","Melbourne",15,14,104,"Fremantle",16,10,106,"M.C.G.",-2,2017,"Regular",4
15024,2017-04-15,"R4","GWS",16,16,112,"Port Adelaide",11,15,81,"Manuka Oval",31,2017,"Regular",4
15025,2017-04-15,"R4","Carlton",12,10,82,"Gold Coast",17,6,108,"Docklands",-26,2017,"Regular",4
15026,2017-04-15,"R4","Adelaide",24,9,153,"Essendon",13,10,88,"Adelaide Oval",65,2017,"Regular",4
15027,2017-04-16,"R4","Collingwood",7,13,55,"St Kilda",9,15,69,"Docklands",-14,2017,"Regular",4
15028,2017-04-16,"R4","Brisbane Lions",10,7,67,"Richmond",17,17,119,"Gabba",-52,2017,"Regular",4
15029,2017-04-17,"R4","Hawthorn",6,12,48,"Geelong",20,14,134,"M.C.G.",-86,2017,"Regular",4
15030,2017-04-21,"R5","Port Adelaide",20,17,137,"Carlton",6,11,47,"Adelaide Oval",90,2017,"Regular",5
15031,2017-04-22,"R5","Footscray",17,20,122,"Brisbane Lions",14,6,90,"Docklands",32,2017,"Regular",5
15032,2017-04-22,"R5","Gold Coast",13,8,86,"Adelaide",23,15,153,"Carrara",-67,2017,"Regular",5
15033,2017-04-22,"R5","Sydney",9,9,63,"GWS",15,15,105,"S.C.G.",-42,2017,"Regular",5
15034,2017-04-22,"R5","Fremantle",9,13,67,"North Melbourne",9,8,62,"Subiaco",5,2017,"Regular",5
15035,2017-04-23,"R5","St Kilda",13,10,88,"Geelong",19,12,126,"Docklands",-38,2017,"Regular",5
15036,2017-04-23,"R5","Hawthorn",19,11,125,"West Coast",11,9,75,"M.C.G.",50,2017,"Regular",5
15037,2017-04-24,"R5","Richmond",12,16,88,"Melbourne",11,9,75,"M.C.G.",13,2017,"Regular",5
15038,2017-04-25,"R5","Essendon",15,10,100,"Collingwood",11,16,82,"M.C.G.",18,2017,"Regular",5
15039,2017-04-28,"R6","GWS",11,9,75,"Footscray",9,19,73,"Manuka Oval",2,2017,"Regular",6
15040,2017-04-29,"R6","Hawthorn",8,7,55,"St Kilda",19,16,130,"York Park",-75,2017,"Regular",6
15041,2017-04-29,"R6","Carlton",15,7,97,"Sydney",11,12,78,"M.C.G.",19,2017,"Regular",6
15042,2017-04-29,"R6","Brisbane Lions",10,7,67,"Port Adelaide",22,18,150,"Gabba",-83,2017,"Regular",6
15043,2017-04-29,"R6","North Melbourne",16,11,107,"Gold Coast",14,10,94,"Docklands",13,2017,"Regular",6
15044,2017-04-29,"R6","West Coast",16,7,103,"Fremantle",9,8,62,"Subiaco",41,2017,"Regular",6
15045,2017-04-30,"R6","Essendon",10,14,74,"Melbourne",17,10,112,"Docklands",-38,2017,"Regular",6
15046,2017-04-30,"R6","Geelong",11,12,78,"Collingwood",15,17,107,"M.C.G.",-29,2017,"Regular",6
15047,2017-04-30,"R6","Adelaide",21,14,140,"Richmond",10,4,64,"Adelaide Oval",76,2017,"Regular",6
15048,2017-05-05,"R7","St Kilda",16,12,108,"GWS",12,13,85,"Docklands",23,2017,"Regular",7
15049,2017-05-06,"R7","North Melbourne",22,13,145,"Adelaide",13,8,86,"Bellerive Oval",59,2017,"Regular",7
15050,2017-05-06,"R7","Collingwood",8,8,56,"Carlton",12,7,79,"M.C.G.",-23,2017,"Regular",7
15051,2017-05-06,"R7","Port Adelaide",12,15,87,"West Coast",15,7,97,"Adelaide Oval",-10,2017,"Regular",7
15052,2017-05-06,"R7","Footscray",11,14,80,"Richmond",11,9,75,"Docklands",5,2017,"Regular",7
15053,2017-05-06,"R7","Gold Coast",18,16,124,"Geelong",15,9,99,"Carrara",25,2017,"Regular",7
15054,2017-05-07,"R7","Sydney",20,15,135,"Brisbane Lions",12,9,81,"S.C.G.",54,2017,"Regular",7
15055,2017-05-07,"R7","Melbourne",14,7,91,"Hawthorn",14,10,94,"M.C.G.",-3,2017,"Regular",7
15056,2017-05-07,"R7","Fremantle",17,14,116,"Essendon",11,13,79,"Subiaco",37,2017,"Regular",7
15057,2017-05-12,"R8","West Coast",9,15,69,"Footscray",8,13,61,"Subiaco",8,2017,"Regular",8
15058,2017-05-13,"R8","Hawthorn",17,11,113,"Brisbane Lions",11,9,75,"York Park",38,2017,"Regular",8
15059,2017-05-13,"R8","St Kilda",12,13,85,"Carlton",10,6,66,"Docklands",19,2017,"Regular",8
15060,2017-05-13,"R8","GWS",15,12,102,"Collingwood",15,9,99,"Sydney Showground",3,2017,"Regular",8
15061,2017-05-13,"R8","Essendon",17,8,110,"Geelong",13,15,93,"M.C.G.",17,2017,"Regular",8
15062,2017-05-13,"R8","Adelaide",9,12,66,"Melbourne",17,5,107,"Adelaide Oval",-41,2017,"Regular",8
15063,2017-05-14,"R8","Gold Coast",4,14,38,"Port Adelaide",16,14,110,"Jiangwan Stadium",-72,2017,"Regular",8
15064,2017-05-14,"R8","Richmond",10,10,70,"Fremantle",10,12,72,"M.C.G.",-2,2017,"Regular",8
15065,2017-05-14,"R8","North Melbourne",11,12,78,"Sydney",18,12,120,"Docklands",-42,2017,"Regular",8
15066,2017-05-19,"R9","Geelong",16,8,104,"Footscray",12,9,81,"Kardinia Park",23,2017,"Regular",9
15067,2017-05-20,"R9","St Kilda",10,8,68,"Sydney",18,10,118,"Docklands",-50,2017,"Regular",9
15068,2017-05-20,"R9","GWS",11,12,78,"Richmond",10,15,75,"Sydney Showground",3,2017,"Regular",9
15069,2017-05-20,"R9","Brisbane Lions",7,18,60,"Adelaide",21,14,140,"Gabba",-80,2017,"Regular",9
15070,2017-05-20,"R9","Collingwood",13,12,90,"Hawthorn",11,6,72,"M.C.G.",18,2017,"Regular",9
15071,2017-05-21,"R9","Essendon",19,11,125,"West Coast",8,16,64,"Docklands",61,2017,"Regular",9
15072,2017-05-21,"R9","Melbourne",13,12,90,"North Melbourne",15,14,104,"M.C.G.",-14,2017,"Regular",9
15073,2017-05-21,"R9","Fremantle",13,8,86,"Carlton",7,9,51,"Subiaco",35,2017,"Regular",9
15074,2017-05-25,"R10","Geelong",11,15,81,"Port Adelaide",11,13,79,"Kardinia Park",2,2017,"Regular",10
15075,2017-05-26,"R10","Sydney",11,9,75,"Hawthorn",12,9,81,"S.C.G.",-6,2017,"Regular",10
15076,2017-05-27,"R10","Footscray",13,12,90,"St Kilda",7,8,50,"Docklands",40,2017,"Regular",10
15077,2017-05-27,"R10","Melbourne",18,14,122,"Gold Coast",13,9,87,"Traeger Park",35,2017,"Regular",10
15078,2017-05-27,"R10","Richmond",11,15,81,"Essendon",10,6,66,"M.C.G.",15,2017,"Regular",10
15079,2017-05-27,"R10","Adelaide",20,23,143,"Fremantle",6,7,43,"Adelaide Oval",100,2017,"Regular",10
15080,2017-05-28,"R10","Collingwood",18,21,129,"Brisbane Lions",13,6,84,"M.C.G.",45,2017,"Regular",10
